GCA_000011605.1	SCRI1043	atrosepticum SCRI1043
GCA_044751685.1	BSHS1-5		versatile
GCA_044751705.1	22DLYP03-2	punjabense
GCA_044751725.1	22KMSM16	parvum
GCA_044751745.1	SJHS3-1		sp. CHL-2024
GCA_044751765.1	22LXZD03-04	sp. CHL-2024
GCA_044751785.1	22LCSJ05-1	parvum
GCA_044751805.1	22ZTDG03-4	sp. CHL-2024
GCA_044751825.1	DL6-4		sp. CHL-2024
GCA_044751845.1	22LJYL01-1	sp. CHL-2024
GCA_044751865.1	DL10-2-1	sp. CHL-2024
GCA_044751885.1	BSHS4		sp. CHL-2024
GCA_044751905.1	22LCQN02-3	sp. CHL-2024
GCA_044751925.1	22LCQN02-2	sp. CHL-2024
GCA_044751945.1	22LCQN01-3	sp. CHL-2024
GCA_044751965.1	21LCBS02	sp. CHL-2024
GCA_044751985.1	22LXZD03-05	jejuense
GCA_044752005.1	22LCQN02-1	sp. CHL-2024
GCA_044752025.1	22LCQN01-1	sp. CHL-2024
GCA_044752045.1	22KMSM01	sp. CHL-2024
GCA_044752065.1	22ZTDG03-5	carotovorum
GCA_044752085.1	22DLYP08	sp. CHL-2024
GCA_044752105.1	22LXZD03-01	jejuense
GCA_044752125.1	22LXZD03-03	jejuense
GCA_044752145.1	22ZTDG03-1	carotovorum
GCA_044752165.1	22LCQN01-2	carotovorum
GCA_044752185.1	22LCQN01-4	carotovorum
GCA_044752205.1	22KMXD04	carotovorum
GCA_044752225.1	22ZTDG03-2	actinidiae
GCA_044752245.1	22LJNL06-5-2	carotovorum
GCA_044752265.1	22ZTDG03-3	actinidiae
GCA_044752285.1	22LJNL06-6-3	versatile
GCA_044752305.1	22LJNL06-3-2	punjabense
GCA_044752325.1	22KMSM05	carotovorum
GCA_044752345.1	22QBSP01-1	brasiliense
GCA_044752465.1	22LCQN01-5	sp. CHL-2024
GCA_044752485.1	22KMSM06	parvum
GCA_044752505.1	22LJYL12	versatile
GCA_045037855.1	M22b		versatile
GCA_045037945.1	M10		versatile
GCA_045037985.1	M8b		carotovorum
GCA_045038005.1	M8a		carotovorum
GCA_045038015.1	M3		carotovorum
GCA_045038025.1	M4a		carotovorum
GCA_045277235.1	PCC27		carotovorum
GCA_045278865.1	ZRIMU1701SM	brasiliense
GCA_045278875.1	ZRIMU1702DQ	brasiliense
GCA_046159765.1	B2J-2		sp. B2J-2
GCA_046237015.1	B1J-3		sp. B1J-3
GCA_046618845.1	IFB5353		cacticida
GCA_046622685.1	NAK719		brasiliense
GCA_046622705.1	NAK727		brasiliense
GCA_046622725.1	NAK716		brasiliense
GCA_046622745.1	NAK709		brasiliense
GCA_046622765.1	NAK701		brasiliense
GCA_046622805.1	NAK698		brasiliense
GCA_046622825.1	NAK683		brasiliense
GCA_046622845.1	NAK682		brasiliense
GCA_046622865.1	NAK679		brasiliense
GCA_046622885.1	NAK700		brasiliense
GCA_046622905.1	NAK650		brasiliense
GCA_046622925.1	NAK673		brasiliense
GCA_046622945.1	NAK644		brasiliense
GCA_046622965.1	NAK641		brasiliense
GCA_046622985.1	NAK638		brasiliense
GCA_046623005.1	NAK617		brasiliense
GCA_046623025.1	NAK616		brasiliense
GCA_046623045.1	JGAR-120719-4	brasiliense
GCA_046623065.1	NAK246		brasiliense
GCA_046623085.1	JGAR-100719-1	brasiliense
GCA_046623105.1	JGAR-080719-2	brasiliense
GCA_046623125.1	NAK238		brasiliense
GCA_046623145.1	JGAR-030718-1	brasiliense
GCA_047306745.1	21A09		versatile
GCA_048593165.1	CSR2		colocasium
GCA_048593175.1	CSR3		colocasium
GCA_049729065.1			aroidearum
GCA_049949135.1			BY2	brasiliense
GCA_050997255.1			LFLOG-78	versatile
GCA_050997315.1			L25F-74		brasiliense
GCA_050997335.1			L25F-105	polaris
GCA_050997375.1			L25F-83		punjabense
GCA_050997435.1			LVEG-224	carotovorum
GCA_051174755.1			WZZ2024		brasiliense
GCA_051468635.1			LFLA-215	sp. LFLA-215
GCA_051707265.1			S5		sp. S5
GCA_051707285.1			S6		sp. S6
GCA_051904865.1			KACC 16999	carotovorum
GCA_052601195.1			S2FC actinidiae
GCA_052656135.1			DM1  brasiliense
GCA_052921545.1			BS1113	brasiliense
GCA_900129615.1			DSM 30168	carotovorum
GCA_900195285.2			s0421		parvum
GCA_900195295.2			s0416		parvum
